,Insulation thickness (m),Wall U-value (W/m2K),Window U-value (W/m2K),Window SHGC (ratio),Shading control (W/m2),Thermostat settings offset (C),Heating energy (kWh),Cooling energy (kWh),Total energy (kWh),Heating energy (kWh/m2),Cooling energy (kWh/m2),Total energy (kWh/m2) 
11634,0.5,0.07,1.2,0.32,0,3,1838.0,375.6,2213.6,79.6,16.3,95.8
11635,0.5,0.07,1.2,0.32,0,2,1696.2,462.2,2158.4,73.4,20.0,93.4
11636,0.5,0.07,1.2,0.32,0,1,1557.5,557.4,2114.9,67.4,24.1,91.6
11637,0.5,0.07,1.2,0.32,0,0,1422.1,657.5,2079.6,61.6,28.5,90.0
11638,0.5,0.07,1.2,0.32,0,-1,1289.1,756.3,2045.4,55.8,32.7,88.5
11639,0.5,0.07,1.2,0.32,0,-2,1159.3,851.9,2011.2,50.2,36.9,87.1
11640,0.5,0.07,1.2,0.32,0,-3,1034.8,940.2,1975,44.8,40.7,85.5
11641,0.5,0.07,1.2,0.32,200,3,1622.2,694.8,2317.1,70.2,30.1,100.3
11642,0.5,0.07,1.2,0.32,200,2,1486.1,807.1,2293.2,64.3,34.9,99.3
11643,0.5,0.07,1.2,0.32,200,1,1352.6,919.3,2271.9,58.6,39.8,98.4
11644,0.5,0.07,1.2,0.32,200,0,1222.4,1033.2,2255.5,52.9,44.7,97.6
11645,0.5,0.07,1.2,0.32,200,-1,1097.0,1144.3,2241.3,47.5,49.5,97.0
11646,0.5,0.07,1.2,0.32,200,-2,976.8,1246.9,2223.8,42.3,54.0,96.3
11647,0.5,0.07,1.2,0.32,200,-3,861.3,1334.6,2195.9,37.3,57.8,95.1
11648,0.5,0.07,1.2,0.32,400,3,1444.4,1103.2,2547.6,62.5,47.8,110.3
11649,0.5,0.07,1.2,0.32,400,2,1312.4,1224.7,2537.1,56.8,53.0,109.8
11650,0.5,0.07,1.2,0.32,400,1,1184.6,1344.1,2528.7,51.3,58.2,109.5
11651,0.5,0.07,1.2,0.32,400,0,1061.9,1458.5,2520.4,46.0,63.1,109.1
11652,0.5,0.07,1.2,0.32,400,-1,944.8,1564.9,2509.8,40.9,67.7,108.6
11653,0.5,0.07,1.2,0.32,400,-2,833.3,1659,2492.4,36.1,71.8,107.9
11654,0.5,0.07,1.2,0.32,400,-3,728.2,1735.4,2463.6,31.5,75.1,106.6
11655,0.5,0.07,1.2,0.32,600,3,1244.5,1579.4,2823.9,53.9,68.4,122.2
11656,0.5,0.07,1.2,0.32,600,2,1121.8,1700.9,2822.7,48.6,73.6,122.2
11657,0.5,0.07,1.2,0.32,600,1,1005.9,1818,2823.9,43.5,78.7,122.2
11658,0.5,0.07,1.2,0.32,600,0,895.3,1927.1,2822.4,38.8,83.4,122.2
11659,0.5,0.07,1.2,0.32,600,-1,789.7,2026.2,2815.9,34.2,87.7,121.9
11660,0.5,0.07,1.2,0.32,600,-2,689.6,2113.7,2803.2,29.9,91.5,121.4
11661,0.5,0.07,1.2,0.32,600,-3,595.5,2185.5,2781.1,25.8,94.6,120.4
11662,0.5,0.07,1.2,0.32,800,3,1120.0,1815.6,2935.6,48.5,78.6,127.1
11663,0.5,0.07,1.2,0.32,800,2,1007.4,1936.6,2944,43.6,83.8,127.4
11664,0.5,0.07,1.2,0.32,800,1,899.3,2051.2,2950.4,38.9,88.8,127.7
11665,0.5,0.07,1.2,0.32,800,0,795.6,2157.5,2953.1,34.4,93.4,127.8
11666,0.5,0.07,1.2,0.32,800,-1,698.8,2254.3,2953.1,30.3,97.6,127.8
11667,0.5,0.07,1.2,0.32,800,-2,606.6,2339.7,2946.3,26.3,101.3,127.5
11668,0.5,0.07,1.2,0.32,800,-3,519.4,2409.7,2929.1,22.5,104.3,126.8
11669,0.5,0.07,1.2,0.32,1000,3,1114.6,1816.8,2931.3,48.2,78.6,126.9
11670,0.5,0.07,1.2,0.32,1000,2,1002.7,1937.8,2940.4,43.4,83.9,127.3
11671,0.5,0.07,1.2,0.32,1000,1,894.7,2052.3,2946.9,38.7,88.8,127.6
11672,0.5,0.07,1.2,0.32,1000,0,791.2,2158.7,2949.9,34.2,93.5,127.7
11673,0.5,0.07,1.2,0.32,1000,-1,694.5,2255.4,2949.9,30.1,97.6,127.7
11674,0.5,0.07,1.2,0.32,1000,-2,602.2,2340.9,2943.1,26.1,101.3,127.4
11675,0.5,0.07,1.2,0.32,1000,-3,515.2,2410.9,2926.1,22.3,104.4,126.7
11676,0.5,0.07,1.2,0.44,0,3,1799.0,436.1,2235.1,77.9,18.9,96.8
11677,0.5,0.07,1.2,0.44,0,2,1658.1,528.8,2186.9,71.8,22.9,94.7
11678,0.5,0.07,1.2,0.44,0,1,1521.2,628.7,2149.8,65.9,27.2,93.1
11679,0.5,0.07,1.2,0.44,0,0,1386.6,730.6,2117.2,60.0,31.6,91.7
11680,0.5,0.07,1.2,0.44,0,-1,1254.4,831.5,2085.9,54.3,36.0,90.3
11681,0.5,0.07,1.2,0.44,0,-2,1126.1,929.1,2055.2,48.7,40.2,89.0
11682,0.5,0.07,1.2,0.44,0,-3,1003.7,1019,2022.7,43.4,44.1,87.6
11683,0.5,0.07,1.2,0.44,200,3,1486.5,939.6,2426,64.4,40.7,105.0
11684,0.5,0.07,1.2,0.44,200,2,1353.6,1061.8,2415.4,58.6,46.0,104.6
11685,0.5,0.07,1.2,0.44,200,1,1224.3,1183.7,2408,53.0,51.2,104.2
11686,0.5,0.07,1.2,0.44,200,0,1100.1,1302.8,2403,47.6,56.4,104.0
11687,0.5,0.07,1.2,0.44,200,-1,980.5,1414.5,2395.1,42.4,61.2,103.7
11688,0.5,0.07,1.2,0.44,200,-2,865.8,1515,2380.8,37.5,65.6,103.1
11689,0.5,0.07,1.2,0.44,200,-3,758.0,1598.9,2356.9,32.8,69.2,102.0
11690,0.5,0.07,1.2,0.44,400,3,1250.0,1554.5,2804.5,54.1,67.3,121.4
11691,0.5,0.07,1.2,0.44,400,2,1126.0,1679.9,2806,48.7,72.7,121.5
11692,0.5,0.07,1.2,0.44,400,1,1007.7,1800.3,2807.9,43.6,77.9,121.6
11693,0.5,0.07,1.2,0.44,400,0,895.0,1912.9,2807.9,38.7,82.8,121.6
11694,0.5,0.07,1.2,0.44,400,-1,788.2,2014.1,2802.4,34.1,87.2,121.3
11695,0.5,0.07,1.2,0.44,400,-2,688.4,2100.4,2788.7,29.8,90.9,120.7
11696,0.5,0.07,1.2,0.44,400,-3,594.7,2170,2764.8,25.7,93.9,119.7
11697,0.5,0.07,1.2,0.44,600,3,1010.5,2234.9,3245.4,43.7,96.7,140.5
11698,0.5,0.07,1.2,0.44,600,2,902.9,2357.4,3260.3,39.1,102.1,141.1
11699,0.5,0.07,1.2,0.44,600,1,799.7,2472.2,3271.9,34.6,107.0,141.6
11700,0.5,0.07,1.2,0.44,600,0,701.5,2576.3,3277.8,30.4,111.5,141.9
11701,0.5,0.07,1.2,0.44,600,-1,610.2,2669.3,3279.5,26.4,115.6,142.0
11702,0.5,0.07,1.2,0.44,600,-2,524.1,2748.1,3272.2,22.7,119.0,141.7
11703,0.5,0.07,1.2,0.44,600,-3,441.8,2811.7,3253.5,19.1,121.7,140.8
11704,0.5,0.07,1.2,0.44,800,3,879.0,2570.1,3449,38.1,111.3,149.3
11705,0.5,0.07,1.2,0.44,800,2,781.2,2689.5,3470.7,33.8,116.4,150.2
11706,0.5,0.07,1.2,0.44,800,1,687.3,2800.8,3488.1,29.8,121.2,151.0
11707,0.5,0.07,1.2,0.44,800,0,597.8,2902.2,3500,25.9,125.6,151.5
11708,0.5,0.07,1.2,0.44,800,-1,514.3,2992.9,3507.2,22.3,129.6,151.8
11709,0.5,0.07,1.2,0.44,800,-2,437.3,3070.3,3507.6,18.9,132.9,151.8
11710,0.5,0.07,1.2,0.44,800,-3,366.6,3132.4,3499,15.9,135.6,151.5
11711,0.5,0.07,1.2,0.44,1000,3,873.0,2571.7,3444.7,37.8,111.3,149.1
11712,0.5,0.07,1.2,0.44,1000,2,775.4,2691.2,3466.6,33.6,116.5,150.1
11713,0.5,0.07,1.2,0.44,1000,1,681.6,2802.4,3484,29.5,121.3,150.8
11714,0.5,0.07,1.2,0.44,1000,0,592.4,2903.9,3496.3,25.6,125.7,151.4
11715,0.5,0.07,1.2,0.44,1000,-1,509.7,2994.5,3504.3,22.1,129.6,151.7
11716,0.5,0.07,1.2,0.44,1000,-2,433.4,3072,3505.4,18.8,133.0,151.7
11717,0.5,0.07,1.2,0.44,1000,-3,363.2,3134.2,3497.3,15.7,135.7,151.4
11718,0.5,0.07,1.2,0.56,0,3,1766.0,491.2,2257.2,76.5,21.3,97.7
11719,0.5,0.07,1.2,0.56,0,2,1626.6,588.1,2214.6,70.4,25.5,95.9
11720,0.5,0.07,1.2,0.56,0,1,1490.5,690.8,2181.4,64.5,29.9,94.4
11721,0.5,0.07,1.2,0.56,0,0,1356.6,794.2,2150.8,58.7,34.4,93.1
11722,0.5,0.07,1.2,0.56,0,-1,1225.4,897.1,2122.5,53.0,38.8,91.9
11723,0.5,0.07,1.2,0.56,0,-2,1098.5,996.4,2094.9,47.6,43.1,90.7
11724,0.5,0.07,1.2,0.56,0,-3,977.4,1086.6,2064.1,42.3,47.0,89.4
11725,0.5,0.07,1.2,0.56,200,3,1365.9,1187.7,2553.5,59.1,51.4,110.5
11726,0.5,0.07,1.2,0.56,200,2,1236.6,1315.2,2551.8,53.5,56.9,110.5
11727,0.5,0.07,1.2,0.56,200,1,1113.0,1439.7,2552.7,48.2,62.3,110.5
11728,0.5,0.07,1.2,0.56,200,0,993.7,1558.3,2552,43.0,67.5,110.5
11729,0.5,0.07,1.2,0.56,200,-1,879.2,1668.5,2547.7,38.1,72.2,110.3
11730,0.5,0.07,1.2,0.56,200,-2,772.0,1765.9,2538,33.4,76.4,109.9
11731,0.5,0.07,1.2,0.56,200,-3,671.1,1845.2,2516.3,29.1,79.9,108.9
11732,0.5,0.07,1.2,0.56,400,3,1085.2,1990.9,3076.1,47.0,86.2,133.2
11733,0.5,0.07,1.2,0.56,400,2,970.4,2114.8,3085.2,42.0,91.5,133.6
11734,0.5,0.07,1.2,0.56,400,1,862.0,2231.6,3093.5,37.3,96.6,133.9
11735,0.5,0.07,1.2,0.56,400,0,759.9,2339.3,3099.2,32.9,101.3,134.2
11736,0.5,0.07,1.2,0.56,400,-1,664.5,2435,3099.5,28.8,105.4,134.2
11737,0.5,0.07,1.2,0.56,400,-2,573.5,2514.8,3088.3,24.8,108.9,133.7
11738,0.5,0.07,1.2,0.56,400,-3,490.0,2578.3,3068.3,21.2,111.6,132.8
11739,0.5,0.07,1.2,0.56,600,3,826.9,2859.8,3686.7,35.8,123.8,159.6
11740,0.5,0.07,1.2,0.56,600,2,730.7,2977.6,3708.3,31.6,128.9,160.5
11741,0.5,0.07,1.2,0.56,600,1,640.8,3085.4,3726.3,27.7,133.6,161.3
11742,0.5,0.07,1.2,0.56,600,0,553.8,3182.5,3736.3,24.0,137.8,161.7
11743,0.5,0.07,1.2,0.56,600,-1,472.3,3267.3,3739.6,20.4,141.4,161.9
11744,0.5,0.07,1.2,0.56,600,-2,399.0,3338.2,3737.2,17.3,144.5,161.8
11745,0.5,0.07,1.2,0.56,600,-3,331.8,3394.1,3725.9,14.4,146.9,161.3
11746,0.5,0.07,1.2,0.56,800,3,696.8,3281.5,3978.3,30.2,142.1,172.2
11747,0.5,0.07,1.2,0.56,800,2,612.1,3395.2,4007.3,26.5,147.0,173.5
11748,0.5,0.07,1.2,0.56,800,1,533.3,3500,4033.3,23.1,151.5,174.6
11749,0.5,0.07,1.2,0.56,800,0,458.3,3594.6,4052.9,19.8,155.6,175.5
11750,0.5,0.07,1.2,0.56,800,-1,388.8,3677.9,4066.6,16.8,159.2,176.0
11751,0.5,0.07,1.2,0.56,800,-2,325.5,3747.1,4072.6,14.1,162.2,176.3
11752,0.5,0.07,1.2,0.56,800,-3,268.4,3801.2,4069.6,11.6,164.6,176.2
11753,0.5,0.07,1.2,0.56,1000,3,690.8,3283.6,3974.4,29.9,142.1,172.1
11754,0.5,0.07,1.2,0.56,1000,2,607.0,3397.3,4004.3,26.3,147.1,173.3
11755,0.5,0.07,1.2,0.56,1000,1,528.9,3502.2,4031.1,22.9,151.6,174.5
11756,0.5,0.07,1.2,0.56,1000,0,454.2,3596.7,4051,19.7,155.7,175.4
11757,0.5,0.07,1.2,0.56,1000,-1,385.1,3680.2,4065.2,16.7,159.3,176.0
11758,0.5,0.07,1.2,0.56,1000,-2,322.6,3749.3,4072,14.0,162.3,176.3
11759,0.5,0.07,1.2,0.56,1000,-3,265.9,3803.4,4069.4,11.5,164.6,176.2
11760,0.5,0.07,1.2,0.68,0,3,1737.0,541.2,2278.2,75.2,23.4,98.6
11761,0.5,0.07,1.2,0.68,0,2,1598.9,641.6,2240.5,69.2,27.8,97.0
11762,0.5,0.07,1.2,0.68,0,1,1463.5,746.4,2209.8,63.4,32.3,95.7
11763,0.5,0.07,1.2,0.68,0,0,1330.2,851.5,2181.7,57.6,36.9,94.4
11764,0.5,0.07,1.2,0.68,0,-1,1199.8,956.2,2156,51.9,41.4,93.3
11765,0.5,0.07,1.2,0.68,0,-2,1074.4,1056.9,2131.3,46.5,45.8,92.3
11766,0.5,0.07,1.2,0.68,0,-3,954.7,1146.6,2101.3,41.3,49.6,91.0
11767,0.5,0.07,1.2,0.68,200,3,1257.4,1430.2,2687.6,54.4,61.9,116.3
11768,0.5,0.07,1.2,0.68,200,2,1133.5,1558.7,2692.1,49.1,67.5,116.5
11769,0.5,0.07,1.2,0.68,200,1,1014.2,1682.7,2696.9,43.9,72.8,116.7
11770,0.5,0.07,1.2,0.68,200,0,899.6,1800.3,2699.9,38.9,77.9,116.9
11771,0.5,0.07,1.2,0.68,200,-1,792.5,1908.8,2701.2,34.3,82.6,116.9
11772,0.5,0.07,1.2,0.68,200,-2,692.1,2002.3,2694.4,30.0,86.7,116.6
11773,0.5,0.07,1.2,0.68,200,-3,598.0,2076.9,2674.9,25.9,89.9,115.8
11774,0.5,0.07,1.2,0.68,400,3,946.5,2404.8,3351.2,41.0,104.1,145.1
11775,0.5,0.07,1.2,0.68,400,2,842.0,2526.4,3368.4,36.4,109.4,145.8
11776,0.5,0.07,1.2,0.68,400,1,744.2,2640.5,3384.7,32.2,114.3,146.5
11777,0.5,0.07,1.2,0.68,400,0,650.1,2743.7,3393.7,28.1,118.8,146.9
11778,0.5,0.07,1.2,0.68,400,-1,562.7,2832.7,3395.4,24.4,122.6,147.0
11779,0.5,0.07,1.2,0.68,400,-2,482.8,2905.9,3388.8,20.9,125.8,146.7
11780,0.5,0.07,1.2,0.68,400,-3,407.3,2963.5,3370.8,17.6,128.3,145.9
11781,0.5,0.07,1.2,0.68,600,3,681.3,3449.1,4130.4,29.5,149.3,178.8
11782,0.5,0.07,1.2,0.68,600,2,594.7,3560.9,4155.6,25.7,154.2,179.9
11783,0.5,0.07,1.2,0.68,600,1,513.4,3662.1,4175.5,22.2,158.5,180.8
11784,0.5,0.07,1.2,0.68,600,0,438.5,3752.6,4191.1,19.0,162.5,181.4
11785,0.5,0.07,1.2,0.68,600,-1,369.6,3830.4,4200,16.0,165.8,181.8
11786,0.5,0.07,1.2,0.68,600,-2,306.3,3893.4,4199.7,13.3,168.5,181.8
11787,0.5,0.07,1.2,0.68,600,-3,245.5,3942.6,4188.2,10.6,170.7,181.3
11788,0.5,0.07,1.2,0.68,800,3,566.5,4000.7,4567.2,24.5,173.2,197.7
11789,0.5,0.07,1.2,0.68,800,2,491.6,4108.1,4599.7,21.3,177.8,199.1
11790,0.5,0.07,1.2,0.68,800,1,421.6,4205.7,4627.4,18.3,182.1,200.3
11791,0.5,0.07,1.2,0.68,800,0,357.6,4292.8,4650.5,15.5,185.8,201.3
11792,0.5,0.07,1.2,0.68,800,-1,300.7,4367.9,4668.6,13.0,189.1,202.1
11793,0.5,0.07,1.2,0.68,800,-2,247.3,4428.1,4675.4,10.7,191.7,202.4
11794,0.5,0.07,1.2,0.68,800,-3,196.0,4474.8,4670.9,8.5,193.7,202.2
11795,0.5,0.07,1.2,0.68,1000,3,561.9,4016.9,4578.8,24.3,173.9,198.2
11796,0.5,0.07,1.2,0.68,1000,2,487.1,4124.2,4611.4,21.1,178.5,199.6
11797,0.5,0.07,1.2,0.68,1000,1,418.2,4221.9,4640.1,18.1,182.8,200.9
11798,0.5,0.07,1.2,0.68,1000,0,354.5,4309,4663.5,15.3,186.5,201.9
11799,0.5,0.07,1.2,0.68,1000,-1,297.9,4384.1,4682,12.9,189.8,202.7
11800,0.5,0.07,1.2,0.68,1000,-2,245.0,4444.3,4689.3,10.6,192.4,203.0
11801,0.5,0.07,1.2,0.68,1000,-3,193.7,4491,4684.7,8.4,194.4,202.8
11802,0.5,0.07,1.2,0.8,0,3,1710.6,589.1,2299.7,74.1,25.5,99.6
11803,0.5,0.07,1.2,0.8,0,2,1573.4,692.6,2265.9,68.1,30.0,98.1
11804,0.5,0.07,1.2,0.8,0,1,1438.5,799,2237.4,62.3,34.6,96.9
11805,0.5,0.07,1.2,0.8,0,0,1305.9,906.3,2212.2,56.5,39.2,95.8
11806,0.5,0.07,1.2,0.8,0,-1,1176.4,1012,2188.4,50.9,43.8,94.7
11807,0.5,0.07,1.2,0.8,0,-2,1052.4,1113.7,2166.1,45.6,48.2,93.8
11808,0.5,0.07,1.2,0.8,0,-3,934.1,1203.3,2137.4,40.4,52.1,92.5
11809,0.5,0.07,1.2,0.8,200,3,1160.7,1663.1,2823.8,50.2,72.0,122.2
11810,0.5,0.07,1.2,0.8,200,2,1041.0,1791.4,2832.4,45.1,77.5,122.6
11811,0.5,0.07,1.2,0.8,200,1,925.9,1915.1,2841,40.1,82.9,123.0
11812,0.5,0.07,1.2,0.8,200,0,818.4,2031.7,2850.2,35.4,88.0,123.4
11813,0.5,0.07,1.2,0.8,200,-1,718.0,2137.5,2855.5,31.1,92.5,123.6
11814,0.5,0.07,1.2,0.8,200,-2,623.6,2226.9,2850.5,27.0,96.4,123.4
11815,0.5,0.07,1.2,0.8,200,-3,537.1,2297.5,2834.6,23.3,99.5,122.7
11816,0.5,0.07,1.2,0.8,400,3,832.5,2799,3631.5,36.0,121.2,157.2
11817,0.5,0.07,1.2,0.8,400,2,736.1,2918.5,3654.6,31.9,126.3,158.2
11818,0.5,0.07,1.2,0.8,400,1,643.4,3028.3,3671.7,27.9,131.1,158.9
11819,0.5,0.07,1.2,0.8,400,0,559.8,3126.2,3686,24.2,135.3,159.6
11820,0.5,0.07,1.2,0.8,400,-1,481.4,3209,3690.4,20.8,138.9,159.8
11821,0.5,0.07,1.2,0.8,400,-2,406.7,3275.9,3682.6,17.6,141.8,159.4
11822,0.5,0.07,1.2,0.8,400,-3,335.6,3327.9,3663.4,14.5,144.1,158.6
11823,0.5,0.07,1.2,0.8,600,3,562.0,4006.6,4568.6,24.3,173.4,197.8
11824,0.5,0.07,1.2,0.8,600,2,485.6,4112.5,4598.2,21.0,178.0,199.1
11825,0.5,0.07,1.2,0.8,600,1,415.0,4208.7,4623.7,18.0,182.2,200.2
11826,0.5,0.07,1.2,0.8,600,0,349.5,4292.7,4642.2,15.1,185.8,201.0
11827,0.5,0.07,1.2,0.8,600,-1,288.2,4362.9,4651.1,12.5,188.9,201.3
11828,0.5,0.07,1.2,0.8,600,-2,230.8,4419.4,4650.2,10.0,191.3,201.3
11829,0.5,0.07,1.2,0.8,600,-3,179.2,4464.1,4643.4,7.8,193.3,201.0
11830,0.5,0.07,1.2,0.8,800,3,462.9,4734.7,5197.6,20.0,205.0,225.0
11831,0.5,0.07,1.2,0.8,800,2,398.4,4836.4,5234.8,17.2,209.4,226.6
11832,0.5,0.07,1.2,0.8,800,1,339.9,4928.4,5268.2,14.7,213.4,228.1
11833,0.5,0.07,1.2,0.8,800,0,284.7,5009.3,5294,12.3,216.9,229.2
11834,0.5,0.07,1.2,0.8,800,-1,233.5,5076.7,5310.2,10.1,219.8,229.9
11835,0.5,0.07,1.2,0.8,800,-2,185.0,5130.2,5315.2,8.0,222.1,230.1
11836,0.5,0.07,1.2,0.8,800,-3,143.2,5172.2,5315.4,6.2,223.9,230.1
11837,0.5,0.07,1.2,0.8,1000,3,459.2,4754.7,5213.8,19.9,205.8,225.7
11838,0.5,0.07,1.2,0.8,1000,2,394.8,4856.3,5251.1,17.1,210.2,227.3
11839,0.5,0.07,1.2,0.8,1000,1,336.8,4948.3,5285.1,14.6,214.2,228.8
11840,0.5,0.07,1.2,0.8,1000,0,282.0,5029.2,5311.2,12.2,217.7,229.9
11841,0.5,0.07,1.2,0.8,1000,-1,231.1,5096.5,5327.6,10.0,220.6,230.6
11842,0.5,0.07,1.2,0.8,1000,-2,183.8,5150,5333.8,8.0,222.9,230.9
11843,0.5,0.07,1.2,0.8,1000,-3,141.8,5191.9,5333.7,6.1,224.8,230.9
11844,0.5,0.07,0.9,0.2,0,3,1540.9,341.7,1882.6,66.7,14.8,81.5
11845,0.5,0.07,0.9,0.2,0,2,1416.4,422.4,1838.7,61.3,18.3,79.6
11846,0.5,0.07,0.9,0.2,0,1,1295.0,512.2,1807.2,56.1,22.2,78.2
11847,0.5,0.07,0.9,0.2,0,0,1176.1,605.7,1781.8,50.9,26.2,77.1
11848,0.5,0.07,0.9,0.2,0,-1,1059.7,697.7,1757.4,45.9,30.2,76.1
11849,0.5,0.07,0.9,0.2,0,-2,947.3,786.3,1733.6,41.0,34.0,75.0
11850,0.5,0.07,0.9,0.2,0,-3,839.9,869.5,1709.3,36.4,37.6,74.0
11851,0.5,0.07,0.9,0.2,200,3,1409.6,536.2,1945.8,61.0,23.2,84.2
11852,0.5,0.07,0.9,0.2,200,2,1289.3,636,1925.3,55.8,27.5,83.3
11853,0.5,0.07,0.9,0.2,200,1,1171.1,736.4,1907.5,50.7,31.9,82.6
11854,0.5,0.07,0.9,0.2,200,0,1055.7,835.2,1890.9,45.7,36.2,81.9
11855,0.5,0.07,0.9,0.2,200,-1,944.8,934.6,1879.4,40.9,40.5,81.4
11856,0.5,0.07,0.9,0.2,200,-2,838.1,1027.8,1865.9,36.3,44.5,80.8
11857,0.5,0.07,0.9,0.2,200,-3,735.2,1111.1,1846.3,31.8,48.1,79.9
11858,0.5,0.07,0.9,0.2,400,3,1295.2,783.2,2078.4,56.1,33.9,90.0
11859,0.5,0.07,0.9,0.2,400,2,1177.4,887.5,2064.8,51.0,38.4,89.4
11860,0.5,0.07,0.9,0.2,400,1,1062.4,994,2056.4,46.0,43.0,89.0
11861,0.5,0.07,0.9,0.2,400,0,951.6,1097.4,2049,41.2,47.5,88.7
11862,0.5,0.07,0.9,0.2,400,-1,845.5,1195.5,2041,36.6,51.8,88.4
11863,0.5,0.07,0.9,0.2,400,-2,743.9,1285.2,2029,32.2,55.6,87.8
11864,0.5,0.07,0.9,0.2,400,-3,648.6,1362,2010.6,28.1,59.0,87.0
11865,0.5,0.07,0.9,0.2,600,3,1161.4,1071.9,2233.3,50.3,46.4,96.7
11866,0.5,0.07,0.9,0.2,600,2,1048.5,1181.4,2229.9,45.4,51.1,96.5
11867,0.5,0.07,0.9,0.2,600,1,939.9,1289,2228.9,40.7,55.8,96.5
11868,0.5,0.07,0.9,0.2,600,0,836.9,1392.2,2229.1,36.2,60.3,96.5
11869,0.5,0.07,0.9,0.2,600,-1,738.5,1487.7,2226.2,32.0,64.4,96.4
11870,0.5,0.07,0.9,0.2,600,-2,644.6,1573.1,2217.7,27.9,68.1,96.0
11871,0.5,0.07,0.9,0.2,600,-3,556.5,1645.8,2202.2,24.1,71.2,95.3
11872,0.5,0.07,0.9,0.2,800,3,1067.5,1220.5,2287.9,46.2,52.8,99.0
11873,0.5,0.07,0.9,0.2,800,2,962.4,1330.1,2292.5,41.7,57.6,99.2
11874,0.5,0.07,0.9,0.2,800,1,861.0,1436.5,2297.5,37.3,62.2,99.5
11875,0.5,0.07,0.9,0.2,800,0,763.6,1538.1,2301.7,33.1,66.6,99.6
11876,0.5,0.07,0.9,0.2,800,-1,670.8,1631.2,2302,29.0,70.6,99.7
11877,0.5,0.07,0.9,0.2,800,-2,583.5,1715.2,2298.7,25.3,74.3,99.5
11878,0.5,0.07,0.9,0.2,800,-3,501.2,1787.2,2288.4,21.7,77.4,99.1
11879,0.5,0.07,0.9,0.2,1000,3,1063.3,1221.2,2284.4,46.0,52.9,98.9
11880,0.5,0.07,0.9,0.2,1000,2,958.5,1330.8,2289.3,41.5,57.6,99.1
11881,0.5,0.07,0.9,0.2,1000,1,857.4,1437.2,2294.6,37.1,62.2,99.3
11882,0.5,0.07,0.9,0.2,1000,0,760.2,1538.8,2299,32.9,66.6,99.5
11883,0.5,0.07,0.9,0.2,1000,-1,667.7,1631.9,2299.6,28.9,70.6,99.5
11884,0.5,0.07,0.9,0.2,1000,-2,580.6,1715.9,2296.5,25.1,74.3,99.4
11885,0.5,0.07,0.9,0.2,1000,-3,498.3,1787.8,2286.2,21.6,77.4,99.0
11886,0.5,0.07,0.9,0.32,0,3,1494.5,418.2,1912.7,64.7,18.1,82.8
11887,0.5,0.07,0.9,0.32,0,2,1371.7,507.2,1879,59.4,22.0,81.3
11888,0.5,0.07,0.9,0.32,0,1,1251.9,602,1853.9,54.2,26.1,80.3
11889,0.5,0.07,0.9,0.32,0,0,1134.2,696.8,1831,49.1,30.2,79.3
11890,0.5,0.07,0.9,0.32,0,-1,1019.2,790.8,1810,44.1,34.2,78.4
11891,0.5,0.07,0.9,0.32,0,-2,909.2,882.5,1791.7,39.4,38.2,77.6
11892,0.5,0.07,0.9,0.32,0,-3,803.2,966.6,1769.8,34.8,41.8,76.6
11893,0.5,0.07,0.9,0.32,200,3,1267.3,791.9,2059.1,54.9,34.3,89.1
11894,0.5,0.07,0.9,0.32,200,2,1150.2,899.4,2049.6,49.8,38.9,88.7
11895,0.5,0.07,0.9,0.32,200,1,1036.4,1008.5,2044.9,44.9,43.7,88.5
11896,0.5,0.07,0.9,0.32,200,0,927.4,1115.1,2042.6,40.1,48.3,88.4
11897,0.5,0.07,0.9,0.32,200,-1,822.3,1216.2,2038.5,35.6,52.6,88.2
11898,0.5,0.07,0.9,0.32,200,-2,722.1,1309.1,2031.2,31.3,56.7,87.9
11899,0.5,0.07,0.9,0.32,200,-3,628.0,1388,2016,27.2,60.1,87.3
11900,0.5,0.07,0.9,0.32,400,3,1091.2,1233.3,2324.5,47.2,53.4,100.6
11901,0.5,0.07,0.9,0.32,400,2,980.7,1345.6,2326.3,42.5,58.3,100.7
11902,0.5,0.07,0.9,0.32,400,1,875.3,1454.4,2329.6,37.9,63.0,100.8
11903,0.5,0.07,0.9,0.32,400,0,774.5,1558.2,2332.7,33.5,67.5,101.0
11904,0.5,0.07,0.9,0.32,400,-1,679.7,1653.9,2333.5,29.4,71.6,101.0
11905,0.5,0.07,0.9,0.32,400,-2,590.2,1737.7,2327.9,25.6,75.2,100.8
11906,0.5,0.07,0.9,0.32,400,-3,505.5,1806.3,2311.9,21.9,78.2,100.1
11907,0.5,0.07,0.9,0.32,600,3,905.7,1724,2629.7,39.2,74.6,113.8
11908,0.5,0.07,0.9,0.32,600,2,807.6,1835.2,2642.8,35.0,79.4,114.4
11909,0.5,0.07,0.9,0.32,600,1,713.7,1942.2,2655.8,30.9,84.1,115.0
11910,0.5,0.07,0.9,0.32,600,0,625.2,2041.3,2666.5,27.1,88.4,115.4
11911,0.5,0.07,0.9,0.32,600,-1,542.2,2130.5,2672.6,23.5,92.2,115.7
11912,0.5,0.07,0.9,0.32,600,-2,464.4,2208.4,2672.8,20.1,95.6,115.7
11913,0.5,0.07,0.9,0.32,600,-3,389.6,2272.1,2661.7,16.9,98.4,115.2
