,Insulation thickness (m),Wall U-value (W/m2K),Window U-value (W/m2K),Window SHGC (ratio),Shading control (W/m2),Thermostat settings offset (C),Heating energy (kWh),Cooling energy (kWh),Total energy (kWh),Heating energy (kWh/m2),Cooling energy (kWh/m2),Total energy (kWh/m2)
269,0.001,2.84,2.1,0.2,400,0,3726.5,1012.5,4739,161.3,43.8,205.2
270,0.001,2.84,2.1,0.2,400,-1,3432.8,1162.1,4594.9,148.6,50.3,198.9
271,0.001,2.84,2.1,0.2,400,-2,3144.0,1303.4,4447.4,136.1,56.4,192.5
272,0.001,2.84,2.1,0.2,400,-3,2862.2,1422.7,4284.9,123.9,61.6,185.5
273,0.001,2.84,2.1,0.2,600,3,4493.8,768.2,5261.9,194.5,33.3,227.8
274,0.001,2.84,2.1,0.2,600,2,4198.5,918.4,5116.8,181.8,39.8,221.5
275,0.001,2.84,2.1,0.2,600,1,3903.5,1070.5,4974,169.0,46.3,215.3
276,0.001,2.84,2.1,0.2,600,0,3610.7,1224.5,4835.2,156.3,53.0,209.3
277,0.001,2.84,2.1,0.2,600,-1,3321.6,1377.2,4698.8,143.8,59.6,203.4
278,0.001,2.84,2.1,0.2,600,-2,3039.2,1521.5,4560.7,131.6,65.9,197.4
279,0.001,2.84,2.1,0.2,600,-3,2762.7,1643.3,4406,119.6,71.1,190.7
280,0.001,2.84,2.1,0.2,800,3,4395.7,883.2,5278.9,190.3,38.2,228.5
281,0.001,2.84,2.1,0.2,800,2,4103.2,1034.4,5137.7,177.6,44.8,222.4
282,0.001,2.84,2.1,0.2,800,1,3812.7,1188.2,5000.8,165.1,51.4,216.5
283,0.001,2.84,2.1,0.2,800,0,3524.2,1345.3,4869.6,152.6,58.2,210.8
284,0.001,2.84,2.1,0.2,800,-1,3240.2,1501.5,4741.7,140.3,65.0,205.3
285,0.001,2.84,2.1,0.2,800,-2,2960.8,1644.5,4605.3,128.2,71.2,199.4
286,0.001,2.84,2.1,0.2,800,-3,2687.6,1766.7,4454.4,116.3,76.5,192.8
287,0.001,2.84,2.1,0.2,1000,3,4391.2,883.8,5275,190.1,38.3,228.4
288,0.001,2.84,2.1,0.2,1000,2,4098.9,1035,5133.9,177.4,44.8,222.2
289,0.001,2.84,2.1,0.2,1000,1,3808.3,1188.7,4997,164.9,51.5,216.3
290,0.001,2.84,2.1,0.2,1000,0,3520.0,1345.9,4866,152.4,58.3,210.6
291,0.001,2.84,2.1,0.2,1000,-1,3236.3,1502.1,4738.4,140.1,65.0,205.1
292,0.001,2.84,2.1,0.2,1000,-2,2957.0,1645.1,4602.1,128.0,71.2,199.2
293,0.001,2.84,2.1,0.2,1000,-3,2684.0,1767.4,4451.4,116.2,76.5,192.7
294,0.001,2.84,2.1,0.32,0,3,4745.4,397,5142.3,205.4,17.2,222.6
295,0.001,2.84,2.1,0.32,0,2,4444.2,523.5,4967.6,192.4,22.7,215.0
296,0.001,2.84,2.1,0.32,0,1,4143.7,658.7,4802.4,179.4,28.5,207.9
297,0.001,2.84,2.1,0.32,0,0,3845.3,795.2,4640.4,166.5,34.4,200.9
298,0.001,2.84,2.1,0.32,0,-1,3549.6,933.2,4482.8,153.7,40.4,194.1
299,0.001,2.84,2.1,0.32,0,-2,3258.1,1066,4324.1,141.0,46.1,187.2
300,0.001,2.84,2.1,0.32,0,-3,2972.8,1184.8,4157.6,128.7,51.3,180.0
301,0.001,2.84,2.1,0.32,200,3,4570.8,574.5,5145.4,197.9,24.9,222.7
302,0.001,2.84,2.1,0.32,200,2,4272.1,721.8,4993.9,184.9,31.2,216.2
303,0.001,2.84,2.1,0.32,200,1,3975.5,874.9,4850.3,172.1,37.9,210.0
304,0.001,2.84,2.1,0.32,200,0,3680.6,1035.3,4715.8,159.3,44.8,204.1
305,0.001,2.84,2.1,0.32,200,-1,3388.7,1194.8,4583.5,146.7,51.7,198.4
306,0.001,2.84,2.1,0.32,200,-2,3101.8,1342,4443.8,134.3,58.1,192.4
307,0.001,2.84,2.1,0.32,200,-3,2821.9,1466.2,4288.1,122.2,63.5,185.6
308,0.001,2.84,2.1,0.32,400,3,4403.1,856.2,5259.3,190.6,37.1,227.7
309,0.001,2.84,2.1,0.32,400,2,4108.0,1019.6,5127.6,177.8,44.1,222.0
310,0.001,2.84,2.1,0.32,400,1,3814.3,1190.1,5004.4,165.1,51.5,216.6
311,0.001,2.84,2.1,0.32,400,0,3522.4,1358.7,4881,152.5,58.8,211.3
312,0.001,2.84,2.1,0.32,400,-1,3235.2,1519.5,4754.7,140.1,65.8,205.8
313,0.001,2.84,2.1,0.32,400,-2,2953.4,1663.8,4617.2,127.9,72.0,199.9
314,0.001,2.84,2.1,0.32,400,-3,2678.5,1785.3,4463.8,116.0,77.3,193.2
315,0.001,2.84,2.1,0.32,600,3,4203.7,1224.2,5427.8,182.0,53.0,235.0
316,0.001,2.84,2.1,0.32,600,2,3914.3,1398.7,5313,169.5,60.5,230.0
317,0.001,2.84,2.1,0.32,600,1,3627.3,1582.1,5209.3,157.0,68.5,225.5
318,0.001,2.84,2.1,0.32,600,0,3343.3,1755.5,5098.8,144.7,76.0,220.7
319,0.001,2.84,2.1,0.32,600,-1,3064.5,1918.1,4982.6,132.7,83.0,215.7
320,0.001,2.84,2.1,0.32,600,-2,2790.9,2058.8,4849.7,120.8,89.1,209.9
321,0.001,2.84,2.1,0.32,600,-3,2523.3,2176.5,4699.8,109.2,94.2,203.5
322,0.001,2.84,2.1,0.32,800,3,4055.7,1428.4,5484.1,175.6,61.8,237.4
323,0.001,2.84,2.1,0.32,800,2,3772.9,1609.4,5382.3,163.3,69.7,233.0
324,0.001,2.84,2.1,0.32,800,1,3492.7,1791.9,5284.7,151.2,77.6,228.8
325,0.001,2.84,2.1,0.32,800,0,3214.6,1964.5,5179.2,139.2,85.0,224.2
326,0.001,2.84,2.1,0.32,800,-1,2942.9,2126.1,5069,127.4,92.0,219.4
327,0.001,2.84,2.1,0.32,800,-2,2676.8,2267.4,4944.3,115.9,98.2,214.0
328,0.001,2.84,2.1,0.32,800,-3,2419.7,2385.3,4805,104.7,103.3,208.0
329,0.001,2.84,2.1,0.32,1000,3,4048.7,1429.4,5478.2,175.3,61.9,237.2
330,0.001,2.84,2.1,0.32,1000,2,3766.6,1610.5,5377.1,163.1,69.7,232.8
331,0.001,2.84,2.1,0.32,1000,1,3486.5,1793,5279.5,150.9,77.6,228.5
332,0.001,2.84,2.1,0.32,1000,0,3208.7,1965.6,5174.3,138.9,85.1,224.0
333,0.001,2.84,2.1,0.32,1000,-1,2937.0,2127.2,5064.2,127.1,92.1,219.2
334,0.001,2.84,2.1,0.32,1000,-2,2671.7,2268.5,4940.1,115.7,98.2,213.9
335,0.001,2.84,2.1,0.32,1000,-3,2415.6,2386.4,4802,104.6,103.3,207.9
336,0.001,2.84,2.1,0.44,0,3,4709.3,441.9,5151.2,203.9,19.1,223.0
337,0.001,2.84,2.1,0.44,0,2,4408.9,572.8,4981.8,190.9,24.8,215.7
338,0.001,2.84,2.1,0.44,0,1,4109.5,710.9,4820.4,177.9,30.8,208.7
339,0.001,2.84,2.1,0.44,0,0,3811.8,849.4,4661.2,165.0,36.8,201.8
340,0.001,2.84,2.1,0.44,0,-1,3517.0,990.8,4507.8,152.3,42.9,195.1
341,0.001,2.84,2.1,0.44,0,-2,3226.3,1124.8,4351.1,139.7,48.7,188.4
342,0.001,2.84,2.1,0.44,0,-3,2943.1,1245.7,4188.7,127.4,53.9,181.3
343,0.001,2.84,2.1,0.44,200,3,4435.0,729.4,5164.5,192.0,31.6,223.6
344,0.001,2.84,2.1,0.44,200,2,4139.9,889.2,5029.1,179.2,38.5,217.7
345,0.001,2.84,2.1,0.44,200,1,3846.2,1059.8,4906.1,166.5,45.9,212.4
346,0.001,2.84,2.1,0.44,200,0,3554.1,1234.8,4788.9,153.9,53.5,207.3
347,0.001,2.84,2.1,0.44,200,-1,3265.8,1401.8,4667.6,141.4,60.7,202.1
348,0.001,2.84,2.1,0.44,200,-2,2983.3,1549.8,4533.1,129.1,67.1,196.2
349,0.001,2.84,2.1,0.44,200,-3,2707.5,1675,4382.5,117.2,72.5,189.7
350,0.001,2.84,2.1,0.44,400,3,4205.2,1171.5,5376.8,182.0,50.7,232.8
351,0.001,2.84,2.1,0.44,400,2,3914.7,1355.2,5269.9,169.5,58.7,228.1
352,0.001,2.84,2.1,0.44,400,1,3625.9,1538.2,5164.1,157.0,66.6,223.6
353,0.001,2.84,2.1,0.44,400,0,3340.0,1716.7,5056.7,144.6,74.3,218.9
354,0.001,2.84,2.1,0.44,400,-1,3058.4,1884.5,4942.9,132.4,81.6,214.0
355,0.001,2.84,2.1,0.44,400,-2,2783.0,2027.3,4810.3,120.5,87.8,208.2
356,0.001,2.84,2.1,0.44,400,-3,2514.0,2146.3,4660.4,108.8,92.9,201.7
357,0.001,2.84,2.1,0.44,600,3,3942.7,1738.7,5681.5,170.7,75.3,246.0
358,0.001,2.84,2.1,0.44,600,2,3661.8,1934.5,5596.3,158.5,83.7,242.3
359,0.001,2.84,2.1,0.44,600,1,3382.6,2122.1,5504.6,146.4,91.9,238.3
360,0.001,2.84,2.1,0.44,600,0,3107.0,2296.9,5403.9,134.5,99.4,233.9
361,0.001,2.84,2.1,0.44,600,-1,2836.2,2454.2,5290.4,122.8,106.2,229.0
362,0.001,2.84,2.1,0.44,600,-2,2571.2,2589.1,5160.2,111.3,112.1,223.4
363,0.001,2.84,2.1,0.44,600,-3,2315.5,2700.3,5015.8,100.2,116.9,217.1
364,0.001,2.84,2.1,0.44,800,3,3757.6,2037.7,5795.3,162.7,88.2,250.9
365,0.001,2.84,2.1,0.44,800,2,3484.8,2233,5717.8,150.9,96.7,247.5
366,0.001,2.84,2.1,0.44,800,1,3215.2,2419.1,5634.3,139.2,104.7,243.9
367,0.001,2.84,2.1,0.44,800,0,2950.1,2593.5,5543.6,127.7,112.3,240.0
368,0.001,2.84,2.1,0.44,800,-1,2691.7,2748.5,5440.2,116.5,119.0,235.5
369,0.001,2.84,2.1,0.44,800,-2,2439.7,2882,5321.7,105.6,124.8,230.4
370,0.001,2.84,2.1,0.44,800,-3,2197.7,2992.3,5190,95.1,129.5,224.7
371,0.001,2.84,2.1,0.44,1000,3,3749.4,2039.2,5788.6,162.3,88.3,250.6
372,0.001,2.84,2.1,0.44,1000,2,3476.9,2234.5,5711.4,150.5,96.7,247.2
373,0.001,2.84,2.1,0.44,1000,1,3207.7,2420.6,5628.3,138.9,104.8,243.6
374,0.001,2.84,2.1,0.44,1000,0,2943.7,2595,5538.7,127.4,112.3,239.8
375,0.001,2.84,2.1,0.44,1000,-1,2686.3,2749.9,5436.3,116.3,119.0,235.3
376,0.001,2.84,2.1,0.44,1000,-2,2434.8,2883.5,5318.2,105.4,124.8,230.2
377,0.001,2.84,2.1,0.44,1000,-3,2193.7,2993.7,5187.4,95.0,129.6,224.6
378,0.001,2.84,2.1,0.56,0,3,4678.6,481.1,5159.8,202.5,20.8,223.4
379,0.001,2.84,2.1,0.56,0,2,4379.0,615.6,4994.6,189.6,26.6,216.2
380,0.001,2.84,2.1,0.56,0,1,4080.3,755.7,4836,176.6,32.7,209.4
381,0.001,2.84,2.1,0.56,0,0,3783.3,896.8,4680.1,163.8,38.8,202.6
382,0.001,2.84,2.1,0.56,0,-1,3489.2,1040.4,4529.6,151.0,45.0,196.1
383,0.001,2.84,2.1,0.56,0,-2,3199.3,1176.2,4375.6,138.5,50.9,189.4
384,0.001,2.84,2.1,0.56,0,-3,2917.7,1298,4215.7,126.3,56.2,182.5
385,0.001,2.84,2.1,0.56,200,3,4315.4,879.9,5195.3,186.8,38.1,224.9
386,0.001,2.84,2.1,0.56,200,2,4023.0,1057.1,5080.1,174.2,45.8,219.9
387,0.001,2.84,2.1,0.56,200,1,3731.7,1243.2,4975,161.5,53.8,215.4
388,0.001,2.84,2.1,0.56,200,0,3442.1,1426.1,4868.2,149.0,61.7,210.7
389,0.001,2.84,2.1,0.56,200,-1,3157.9,1595.1,4753,136.7,69.1,205.8
390,0.001,2.84,2.1,0.56,200,-2,2878.6,1746.4,4624.9,124.6,75.6,200.2
391,0.001,2.84,2.1,0.56,200,-3,2606.2,1874.9,4481.1,112.8,81.2,194.0
392,0.001,2.84,2.1,0.56,400,3,4030.1,1486.4,5516.5,174.5,64.3,238.8
393,0.001,2.84,2.1,0.56,400,2,3744.2,1681.1,5425.3,162.1,72.8,234.9
394,0.001,2.84,2.1,0.56,400,1,3460.5,1878.4,5338.9,149.8,81.3,231.1
395,0.001,2.84,2.1,0.56,400,0,3179.4,2066.2,5245.6,137.6,89.4,227.1
396,0.001,2.84,2.1,0.56,400,-1,2903.1,2232.1,5135.2,125.7,96.6,222.3
397,0.001,2.84,2.1,0.56,400,-2,2632.9,2371.5,5004.4,114.0,102.7,216.6
398,0.001,2.84,2.1,0.56,400,-3,2372.4,2485,4857.4,102.7,107.6,210.3
399,0.001,2.84,2.1,0.56,600,3,3713.2,2248.1,5961.3,160.7,97.3,258.1
400,0.001,2.84,2.1,0.56,600,2,3439.0,2447.4,5886.4,148.9,105.9,254.8
401,0.001,2.84,2.1,0.56,600,1,3167.3,2636.8,5804.1,137.1,114.1,251.3
402,0.001,2.84,2.1,0.56,600,0,2898.7,2810.5,5709.2,125.5,121.7,247.2
403,0.001,2.84,2.1,0.56,600,-1,2635.8,2963.3,5599,114.1,128.3,242.4
404,0.001,2.84,2.1,0.56,600,-2,2381.1,3090.6,5471.7,103.1,133.8,236.9
405,0.001,2.84,2.1,0.56,600,-3,2139.7,3196.4,5336,92.6,138.4,231.0
406,0.001,2.84,2.1,0.56,800,3,3498.6,2642.1,6140.7,151.5,114.4,265.8
407,0.001,2.84,2.1,0.56,800,2,3237.3,2840.1,6077.4,140.1,122.9,263.1
408,0.001,2.84,2.1,0.56,800,1,2980.5,3027.1,6007.6,129.0,131.0,260.1
409,0.001,2.84,2.1,0.56,800,0,2726.0,3198.5,5924.6,118.0,138.5,256.5
410,0.001,2.84,2.1,0.56,800,-1,2477.9,3349.4,5827.3,107.3,145.0,252.3
411,0.001,2.84,2.1,0.56,800,-2,2240.6,3474.8,5715.4,97.0,150.4,247.4
412,0.001,2.84,2.1,0.56,800,-3,2014.8,3578.5,5593.3,87.2,154.9,242.1
413,0.001,2.84,2.1,0.56,1000,3,3489.7,2644,6133.7,151.1,114.5,265.5
414,0.001,2.84,2.1,0.56,1000,2,3229.5,2842,6071.6,139.8,123.0,262.8
415,0.001,2.84,2.1,0.56,1000,1,2973.8,3029,6002.8,128.7,131.1,259.9
416,0.001,2.84,2.1,0.56,1000,0,2720.2,3200.5,5920.7,117.8,138.5,256.3
417,0.001,2.84,2.1,0.56,1000,-1,2473.0,3351.2,5824.2,107.1,145.1,252.1
418,0.001,2.84,2.1,0.56,1000,-2,2235.8,3476.7,5712.4,96.8,150.5,247.3
419,0.001,2.84,2.1,0.56,1000,-3,2010.1,3580.3,5590.3,87.0,155.0,242.0
420,0.001,2.84,2.1,0.68,0,3,4651.4,516.8,5168.2,201.4,22.4,223.7
421,0.001,2.84,2.1,0.68,0,2,4352.6,654.4,5007,188.4,28.3,216.8
422,0.001,2.84,2.1,0.68,0,1,4054.5,796,4850.5,175.5,34.5,210.0
423,0.001,2.84,2.1,0.68,0,0,3758.1,939.7,4697.7,162.7,40.7,203.4
424,0.001,2.84,2.1,0.68,0,-1,3464.5,1084.8,4549.3,150.0,47.0,196.9
425,0.001,2.84,2.1,0.68,0,-2,3175.9,1222.9,4398.8,137.5,52.9,190.4
426,0.001,2.84,2.1,0.68,0,-3,2895.1,1345.5,4240.7,125.3,58.2,183.6
427,0.001,2.84,2.1,0.68,200,3,4202.8,1044.7,5247.6,181.9,45.2,227.2
428,0.001,2.84,2.1,0.68,200,2,3912.6,1238.2,5150.8,169.4,53.6,223.0
429,0.001,2.84,2.1,0.68,200,1,3623.9,1432.5,5056.4,156.9,62.0,218.9
430,0.001,2.84,2.1,0.68,200,0,3337.8,1616.8,4954.6,144.5,70.0,214.5
431,0.001,2.84,2.1,0.68,200,-1,3056.4,1790.2,4846.6,132.3,77.5,209.8
432,0.001,2.84,2.1,0.68,200,-2,2780.5,1944.1,4724.6,120.4,84.2,204.5
433,0.001,2.84,2.1,0.68,200,-3,2510.9,2071.7,4582.6,108.7,89.7,198.4
434,0.001,2.84,2.1,0.68,400,3,3867.3,1818.6,5686,167.4,78.7,246.1
435,0.001,2.84,2.1,0.68,400,2,3586.0,2030.1,5616.1,155.2,87.9,243.1
436,0.001,2.84,2.1,0.68,400,1,3306.8,2231.2,5538,143.1,96.6,239.7
437,0.001,2.84,2.1,0.68,400,0,3029.5,2416.6,5446,131.1,104.6,235.8
438,0.001,2.84,2.1,0.68,400,-1,2758.6,2575.8,5334.4,119.4,111.5,230.9
439,0.001,2.84,2.1,0.68,400,-2,2494.9,2705.9,5200.8,108.0,117.1,225.1
440,0.001,2.84,2.1,0.68,400,-3,2243.6,2813,5056.6,97.1,121.8,218.9
441,0.001,2.84,2.1,0.68,600,3,3503.7,2762.7,6266.5,151.7,119.6,271.3
442,0.001,2.84,2.1,0.68,600,2,3236.2,2963.5,6199.7,140.1,128.3,268.4
443,0.001,2.84,2.1,0.68,600,1,2970.8,3149.3,6120.1,128.6,136.3,264.9
444,0.001,2.84,2.1,0.68,600,0,2710.0,3317.1,6027.1,117.3,143.6,260.9
445,0.001,2.84,2.1,0.68,600,-1,2457.3,3461.2,5918.5,106.4,149.8,256.2
446,0.001,2.84,2.1,0.68,600,-2,2216.2,3580,5796.2,95.9,155.0,250.9
447,0.001,2.84,2.1,0.68,600,-3,1987.9,3679,5666.9,86.1,159.3,245.3
448,0.001,2.84,2.1,0.68,800,3,3274.1,3241.2,6515.3,141.7,140.3,282.0
449,0.001,2.84,2.1,0.68,800,2,3022.9,3438,6460.9,130.9,148.8,279.7
450,0.001,2.84,2.1,0.68,800,1,2773.1,3619.9,6393.1,120.0,156.7,276.8
451,0.001,2.84,2.1,0.68,800,0,2530.8,3784.8,6315.6,109.6,163.8,273.4
452,0.001,2.84,2.1,0.68,800,-1,2296.7,3925.2,6221.9,99.4,169.9,269.3
453,0.001,2.84,2.1,0.68,800,-2,2071.1,4041.4,6112.5,89.7,175.0,264.6
454,0.001,2.84,2.1,0.68,800,-3,1854.3,4138,5992.3,80.3,179.1,259.4
455,0.001,2.84,2.1,0.68,1000,3,3266.2,3243.6,6509.8,141.4,140.4,281.8
456,0.001,2.84,2.1,0.68,1000,2,3016.2,3440.4,6456.5,130.6,148.9,279.5
457,0.001,2.84,2.1,0.68,1000,1,2767.2,3622.2,6389.4,119.8,156.8,276.6
458,0.001,2.84,2.1,0.68,1000,0,2524.9,3787.1,6312,109.3,163.9,273.2
459,0.001,2.84,2.1,0.68,1000,-1,2291.1,3927.5,6218.5,99.2,170.0,269.2
460,0.001,2.84,2.1,0.68,1000,-2,2065.8,4043.6,6109.4,89.4,175.0,264.5
461,0.001,2.84,2.1,0.68,1000,-3,1849.4,4140.2,5989.6,80.1,179.2,259.3
462,0.001,2.84,2.1,0.8,0,3,4626.2,551.5,5177.6,200.3,23.9,224.1
463,0.001,2.84,2.1,0.8,0,2,4328.0,691.1,5019.1,187.4,29.9,217.3
464,0.001,2.84,2.1,0.8,0,1,4030.5,834,4864.5,174.5,36.1,210.6
465,0.001,2.84,2.1,0.8,0,0,3734.5,980.4,4714.9,161.7,42.4,204.1
466,0.001,2.84,2.1,0.8,0,-1,3441.6,1126.7,4568.3,149.0,48.8,197.8
467,0.001,2.84,2.1,0.8,0,-2,3154.3,1267,4421.3,136.6,54.8,191.4
468,0.001,2.84,2.1,0.8,0,-3,2874.2,1390.7,4264.9,124.4,60.2,184.6
469,0.001,2.84,2.1,0.8,200,3,4098.9,1216.9,5315.8,177.4,52.7,230.1
470,0.001,2.84,2.1,0.8,200,2,3811.0,1418.8,5229.8,165.0,61.4,226.4
471,0.001,2.84,2.1,0.8,200,1,3525.0,1614.6,5139.6,152.6,69.9,222.5
472,0.001,2.84,2.1,0.8,200,0,3242.2,1804,5046.1,140.4,78.1,218.4
473,0.001,2.84,2.1,0.8,200,-1,2962.5,1982.9,4945.4,128.2,85.8,214.1
474,0.001,2.84,2.1,0.8,200,-2,2690.4,2135.8,4826.2,116.5,92.5,208.9
475,0.001,2.84,2.1,0.8,200,-3,2423.8,2261.8,4685.5,104.9,97.9,202.8
476,0.001,2.84,2.1,0.8,400,3,3718.5,2156.2,5874.7,161.0,93.3,254.3
477,0.001,2.84,2.1,0.8,400,2,3441.6,2369.4,5811,149.0,102.6,251.6
478,0.001,2.84,2.1,0.8,400,1,3165.4,2570.7,5736.1,137.0,111.3,248.3
479,0.001,2.84,2.1,0.8,400,0,2893.5,2748.9,5642.4,125.3,119.0,244.3
480,0.001,2.84,2.1,0.8,400,-1,2627.5,2899.4,5526.9,113.7,125.5,239.3
481,0.001,2.84,2.1,0.8,400,-2,2371.9,3022.8,5394.8,102.7,130.9,233.5
482,0.001,2.84,2.1,0.8,400,-3,2129.5,3126.9,5256.4,92.2,135.4,227.5
483,0.001,2.84,2.1,0.8,600,3,3313.9,3258.8,6572.8,143.5,141.1,284.5
484,0.001,2.84,2.1,0.8,600,2,3052.3,3457.9,6510.2,132.1,149.7,281.8
485,0.001,2.84,2.1,0.8,600,1,2794.7,3639.9,6434.6,121.0,157.6,278.6
486,0.001,2.84,2.1,0.8,600,0,2543.7,3799.1,6342.8,110.1,164.5,274.6
487,0.001,2.84,2.1,0.8,600,-1,2302.5,3933.4,6235.9,99.7,170.3,270.0
488,0.001,2.84,2.1,0.8,600,-2,2074.3,4044.7,6119,89.8,175.1,264.9
489,0.001,2.84,2.1,0.8,600,-3,1856.4,4141.1,5997.4,80.4,179.3,259.6
490,0.001,2.84,2.1,0.8,800,3,3076.3,3815.1,6891.5,133.2,165.2,298.3
491,0.001,2.84,2.1,0.8,800,2,2832.9,4008.9,6841.8,122.6,173.5,296.2
492,0.001,2.84,2.1,0.8,800,1,2595.3,4185.9,6781.2,112.4,181.2,293.6
493,0.001,2.84,2.1,0.8,800,0,2363.5,4340.9,6704.4,102.3,187.9,290.2
494,0.001,2.84,2.1,0.8,800,-1,2137.9,4471.8,6609.7,92.5,193.6,286.1
495,0.001,2.84,2.1,0.8,800,-2,1922.6,4580.8,6503.4,83.2,198.3,281.5
496,0.001,2.84,2.1,0.8,800,-3,1714.8,4675,6389.8,74.2,202.4,276.6
497,0.001,2.84,2.1,0.8,1000,3,3069.4,3817.9,6887.3,132.9,165.3,298.2
498,0.001,2.84,2.1,0.8,1000,2,2826.2,4011.6,6837.8,122.3,173.7,296.0
499,0.001,2.84,2.1,0.8,1000,1,2588.7,4188.7,6777.4,112.1,181.3,293.4
500,0.001,2.84,2.1,0.8,1000,0,2357.2,4343.6,6700.8,102.0,188.0,290.1
501,0.001,2.84,2.1,0.8,1000,-1,2132.2,4474.4,6606.6,92.3,193.7,286.0
502,0.001,2.84,2.1,0.8,1000,-2,1916.8,4583.4,6500.2,83.0,198.4,281.4
503,0.001,2.84,2.1,0.8,1000,-3,1708.8,4677.6,6386.4,74.0,202.5,276.5
504,0.001,2.84,1.8,0.2,0,3,4491.6,355.1,4846.7,194.4,15.4,209.8
505,0.001,2.84,1.8,0.2,0,2,4203.5,474.5,4677.9,182.0,20.5,202.5
506,0.001,2.84,1.8,0.2,0,1,3916.5,603.8,4520.3,169.5,26.1,195.7
507,0.001,2.84,1.8,0.2,0,0,3631.7,735.9,4367.6,157.2,31.9,189.1
508,0.001,2.84,1.8,0.2,0,-1,3350.2,869.2,4219.4,145.0,37.6,182.7
509,0.001,2.84,1.8,0.2,0,-2,3072.2,999.6,4071.8,133.0,43.3,176.3
510,0.001,2.84,1.8,0.2,0,-3,2801.0,1116.3,3917.3,121.3,48.3,169.6
511,0.001,2.84,1.8,0.2,200,3,4407.4,446.5,4853.9,190.8,19.3,210.1
512,0.001,2.84,1.8,0.2,200,2,4120.3,579.6,4699.9,178.4,25.1,203.5
513,0.001,2.84,1.8,0.2,200,1,3834.9,718,4552.9,166.0,31.1,197.1
514,0.001,2.84,1.8,0.2,200,0,3551.9,861.4,4413.3,153.8,37.3,191.1
515,0.001,2.84,1.8,0.2,200,-1,3271.9,1007.6,4279.5,141.6,43.6,185.3
516,0.001,2.84,1.8,0.2,200,-2,2995.9,1146.9,4142.8,129.7,49.6,179.3
517,0.001,2.84,1.8,0.2,200,-3,2727.6,1268.4,3996,118.1,54.9,173.0
518,0.001,2.84,1.8,0.2,400,3,4303.2,601.9,4905.1,186.3,26.1,212.3
519,0.001,2.84,1.8,0.2,400,2,4018.3,742.9,4761.3,174.0,32.2,206.1
520,0.001,2.84,1.8,0.2,400,1,3735.0,889.9,4625,161.7,38.5,200.2
521,0.001,2.84,1.8,0.2,400,0,3453.7,1042.9,4496.6,149.5,45.1,194.7
522,0.001,2.84,1.8,0.2,400,-1,3175.5,1192.8,4368.3,137.5,51.6,189.1
523,0.001,2.84,1.8,0.2,400,-2,2902.5,1332.9,4235.4,125.6,57.7,183.4
524,0.001,2.84,1.8,0.2,400,-3,2636.8,1450.8,4087.6,114.1,62.8,177.0
525,0.001,2.84,1.8,0.2,600,3,4173.6,809.5,4983.1,180.7,35.0,215.7
526,0.001,2.84,1.8,0.2,600,2,3892.4,958.2,4850.6,168.5,41.5,210.0
527,0.001,2.84,1.8,0.2,600,1,3612.7,1110,4722.8,156.4,48.1,204.5
528,0.001,2.84,1.8,0.2,600,0,3335.4,1265.2,4600.6,144.4,54.8,199.2
529,0.001,2.84,1.8,0.2,600,-1,3062.9,1420,4482.9,132.6,61.5,194.1
530,0.001,2.84,1.8,0.2,600,-2,2796.9,1562.2,4359.1,121.1,67.6,188.7
531,0.001,2.84,1.8,0.2,600,-3,2536.0,1681.3,4217.3,109.8,72.8,182.6
532,0.001,2.84,1.8,0.2,800,3,4073.8,926.6,5000.4,176.4,40.1,216.5
533,0.001,2.84,1.8,0.2,800,2,3796.6,1078.1,4874.7,164.4,46.7,211.0
534,0.001,2.84,1.8,0.2,800,1,3521.5,1232.1,4753.6,152.4,53.3,205.8
535,0.001,2.84,1.8,0.2,800,0,3249.5,1392.1,4641.5,140.7,60.3,200.9
536,0.001,2.84,1.8,0.2,800,-1,2981.2,1547.1,4528.3,129.1,67.0,196.0
537,0.001,2.84,1.8,0.2,800,-2,2717.9,1688.6,4406.6,117.7,73.1,190.8
538,0.001,2.84,1.8,0.2,800,-3,2461.7,1807.9,4269.6,106.6,78.3,184.8
539,0.001,2.84,1.8,0.2,1000,3,4069.2,927.2,4996.4,176.2,40.1,216.3
540,0.001,2.84,1.8,0.2,1000,2,3792.1,1078.7,4870.8,164.2,46.7,210.9
541,0.001,2.84,1.8,0.2,1000,1,3517.1,1232.7,4749.8,152.3,53.4,205.6
542,0.001,2.84,1.8,0.2,1000,0,3245.4,1392.7,4638.1,140.5,60.3,200.8
543,0.001,2.84,1.8,0.2,1000,-1,2977.2,1547.7,4524.9,128.9,67.0,195.9
544,0.001,2.84,1.8,0.2,1000,-2,2714.1,1689.3,4403.4,117.5,73.1,190.6
545,0.001,2.84,1.8,0.2,1000,-3,2457.9,1808.6,4266.5,106.4,78.3,184.7
546,0.001,2.84,1.8,0.32,0,3,4447.5,408.2,4855.7,192.5,17.7,210.2
547,0.001,2.84,1.8,0.32,0,2,4160.5,534.2,4694.6,180.1,23.1,203.2
548,0.001,2.84,1.8,0.32,0,1,3874.5,667.2,4541.7,167.7,28.9,196.6
549,0.001,2.84,1.8,0.32,0,0,3590.8,802.2,4393,155.4,34.7,190.2
550,0.001,2.84,1.8,0.32,0,-1,3310.3,939.4,4249.8,143.3,40.7,184.0
